bgrid,bgrname,bgrseverity,bgrassignedto,bgrreportedby,bgrreportedon,bgrstatus,bgrenvironment,bgrdesc
bgrid4645,Incompatible systems,high,Caleb1,Caleb2,4/5/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid4646,Incorrect hardware handling,low,Caleb2,Caleb1,5/5/2016,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4647,Infinite loops ,medium,Caleb4,Caleb49,5/5/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4648,Incorrect assumptions of a particular platform,low,Caleb2,Caleb42,1/6/2016,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4649,Unpropagated updates,high,Caleb1,Caleb1,6/4/2016,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4650,Arithmetic overflow,low,Caleb2,Caleb2,2/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4651,Incorrect assumptions of a particular platform,low,Caleb1,Caleb1,3/6/2016,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4652,Incompatible systems,high,Caleb19,Caleb2,4/5/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid4653,Differences between documentation and product,medium,Caleb47,Caleb2,5/5/2016,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4654,Infinite loops ,low,Caleb27,Caleb9,9/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid4655,Incorrect assumptions of a particular platform,high,Caleb2,Caleb1,9/8/2015,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4656,Arithmetic overflow,low,Caleb1,Caleb1,9/8/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid4657,Incompatible systems,medium,Caleb2,Caleb13,4/5/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid4658,Incorrect assumptions of a particular platform,medium,Caleb2,Caleb18,2/5/2016,fixed,Act,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid4659,Infinite loops ,high,Caleb1,Caleb2,11/7/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid4660,Incompatible systems,high,Caleb2,Caleb2,1/6/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid4661,Incompatible systems,high,Caleb1,Caleb2,10/8/2015,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4662,Incorrect hardware handling,low,Caleb2,Caleb28,5/5/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid4663,Differences between documentation and product,medium,Caleb1,Caleb2,9/8/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid4664,infinite recursionIncorrect protocol implementation,high,Caleb2,Caleb1,5/5/2016,fixed,Dev,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4665,Infinite loops ,low,Caleb25,Caleb2,9/8/2015,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4666,Infinite loops ,medium,Caleb2,Caleb1,11/7/2015,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4667,Division by zero.,medium,Caleb21,Caleb2,4/5/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4668,Incorrect assumptions of a particular platform,medium,Caleb2,Caleb1,11/7/2015,fixed,Sbx,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4669,Division by zero.,medium,Caleb1,Caleb38,11/7/2015,not started,UTE,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid4670,Division by zero.,low,Caleb2,Caleb48,9/8/2015,not started,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4671,Arithmetic overflow,low,Caleb1,Caleb1,2/5/2016,not started,Dev,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4672,Division by zero.,high,Caleb17,Caleb2,12/7/2015,fixed,Dev,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4673,Incorrect hardware handling,medium,Caleb13,Caleb26,9/8/2015,in progress,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4674,Differences between documentation and product,medium,Caleb18,Caleb36,1/6/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid4675,Infinite loops ,medium,Caleb4,Caleb1,1/6/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid4676,Incompatible systems,low,Caleb2,Caleb7,1/6/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid4677,Infinite loops ,medium,Caleb1,Caleb27,1/6/2016,fixed,UTE,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid4678,Incorrect hardware handling,low,Caleb39,Caleb2,1/6/2016,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid4679,Incorrect assumptions of a particular platform,low,Caleb1,Caleb5,3/6/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid4680,Incorrect assumptions of a particular platform,medium,Caleb27,Caleb6,1/6/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
